Consumption,Wind,Hydroelectric,Solar,Hour,Weekday
6943,287,2701,116,19,Monday
6989,314,2773,21,20,Monday
7078,204,2530,0,21,Monday
6872,116,2615,0,22,Monday
6192,125,2508,0,23,Monday
5749,347,2186,0,0,Tuesday
5387,120,2218,0,1,Tuesday
5289,97,2207,0,2,Tuesday
5195,146,2194,0,3,Tuesday
5212,143,2207,0,4,Tuesday
5150,154,2165,0,5,Tuesday
5451,126,2094,15,6,Tuesday
6091,73,2211,95,7,Tuesday
6500,18,2167,254,8,Tuesday
6738,6,2158,409,9,Tuesday
6758,12,2156,529,10,Tuesday
6788,33,2197,587,11,Tuesday
6896,111,2125,595,12,Tuesday
6940,174,2077,623,13,Tuesday
6860,229,2073,592,14,Tuesday
6911,194,2155,529,15,Tuesday
6736,427,2245,457,16,Tuesday
6843,333,2299,373,17,Tuesday
6877,264,2347,200,18,Tuesday
7059,223,2391,65,19,Tuesday
7121,299,2405,17,20,Tuesday
7194,200,2502,1,21,Tuesday
6777,213,2438,0,22,Tuesday
6193,279,2322,0,23,Tuesday
5729,356,2149,0,0,Wednesday
5417,758,1937,0,1,Wednesday
5305,1040,2010,0,2,Wednesday
5242,979,1973,0,3,Wednesday
5216,836,2059,0,4,Wednesday
5238,750,2131,0,5,Wednesday
5640,587,2151,26,6,Wednesday
6311,289,2160,133,7,Wednesday
6642,205,2263,322,8,Wednesday
6721,136,2122,506,9,Wednesday
6635,65,2031,645,10,Wednesday
6635,9,2075,732,11,Wednesday
6722,14,2091,778,12,Wednesday
6827,59,2031,773,13,Wednesday
6794,124,2036,755,14,Wednesday
6817,195,2110,642,15,Wednesday
6945,232,2210,524,16,Wednesday
7020,402,2384,380,17,Wednesday
7144,533,2372,178,18,Wednesday
7248,704,2359,64,19,Wednesday
7241,495,2593,12,20,Wednesday
7244,495,2564,8,21,Wednesday
6925,507,2507,0,22,Wednesday
6278,507,2351,0,23,Wednesday
5908,515,2166,0,0,Thursday
5593,515,2129,0,1,Thursday
5435,515,2128,0,2,Thursday
5400,514,2128,0,3,Thursday
5415,514,2128,0,4,Thursday
5475,489,2133,0,5,Thursday
5730,458,2151,0,6,Thursday
6548,442,2210,0,7,Thursday
6882,399,2264,0,8,Thursday
6947,389,2247,416,9,Thursday
6934,389,2171,553,10,Thursday
6901,402,2136,663,11,Thursday
6950,429,2147,714,12,Thursday
6950,459,2159,717,13,Thursday
7260,211,1992,679,14,Thursday
7273,338,2009,612,15,Thursday
7233,324,2390,533,16,Thursday
7461,419,2880,390,17,Thursday
7481,400,3082,202,18,Thursday
7555,648,3058,60,19,Thursday
7697,838,2845,6,20,Thursday
7621,753,2821,0,21,Thursday
7118,769,2834,0,22,Thursday
6575,882,2698,0,23,Thursday
6286,868,2421,0,0,Friday
5709,752,2048,0,1,Friday
5466,362,2149,0,2,Friday
5351,257,2343,0,3,Friday
5389,1005,2100,0,4,Friday
5464,1665,1565,0,5,Friday
5824,1106,1771,12,6,Friday
6371,593,2266,68,7,Friday
6751,1710,2105,201,8,Friday
6746,1040,1997,371,9,Friday
6691,799,2254,619,10,Friday
6738,820,2300,730,11,Friday
6735,839,2113,776,12,Friday
6845,985,2188,808,13,Friday
6765,816,2363,806,14,Friday
6774,710,2506,731,15,Friday
6912,528,2818,581,16,Friday
6909,484,2928,485,17,Friday
7083,399,3036,289,18,Friday
7288,274,3246,67,19,Friday
7335,318,3135,5,20,Friday
7357,420,2966,0,21,Friday
7051,446,2874,0,22,Friday
6493,413,2537,0,23,Friday
5814,370,2202,0,0,Saturday
5526,342,2121,0,1,Saturday
5447,348,2092,0,2,Saturday
5365,433,2052,0,3,Saturday
5296,457,2057,0,4,Saturday
5216,405,2027,0,5,Saturday
5331,343,2085,22,6,Saturday
5661,195,2099,129,7,Saturday
5786,126,2154,277,8,Saturday
5877,67,2115,474,9,Saturday
5861,18,2027,690,10,Saturday
5884,18,1733,791,11,Saturday
5886,13,1769,824,12,Saturday
5915,46,1685,800,13,Saturday
5941,114,1581,738,14,Saturday
6037,169,1632,690,15,Saturday
6056,213,1712,600,16,Saturday
6183,253,1746,487,17,Saturday
6495,332,2346,303,18,Saturday
6680,351,2535,124,19,Saturday
6618,406,2514,21,20,Saturday
6751,475,2454,1,21,Saturday
6655,457,2428,0,22,Saturday
6203,450,2320,0,23,Saturday
5626,406,2080,0,0,Sunday
5306,292,1926,0,1,Sunday
5072,224,1883,0,2,Sunday
5004,155,1924,0,3,Sunday
4939,92,1898,0,4,Sunday
4755,51,1537,0,5,Sunday
4776,23,1718,13,6,Sunday
4922,18,1606,101,7,Sunday
5051,8,1618,297,8,Sunday
5212,-2,1567,494,9,Sunday
5232,7,1593,655,10,Sunday
5251,18,1643,753,11,Sunday
5435,38,1663,805,12,Sunday
5474,100,1681,785,13,Sunday
5438,267,1586,730,14,Sunday
5489,436,1550,718,15,Sunday
5752,567,1839,540,16,Sunday
5932,693,2041,419,17,Sunday
6188,726,2195,224,18,Sunday
6333,822,2270,58,19,Sunday
6401,897,2293,6,20,Sunday
6586,1074,2252,0,21,Sunday
6324,1110,2169,0,22,Sunday
5889,1009,2084,0,23,Sunday
5590,925,2188,0,0,Monday
5260,804,2124,0,1,Monday
5153,680,2076,0,2,Monday
4987,551,2068,0,3,Monday
4964,508,2047,0,4,Monday
5037,510,2052,0,5,Monday
5436,484,2121,13,6,Monday
6172,385,2077,83,7,Monday
6726,147,2331,249,8,Monday
7028,216,2473,422,9,Monday
7153,386,2223,583,10,Monday
7204,461,2172,703,11,Monday
7308,496,2245,771,12,Monday
7395,609,2306,778,13,Monday
7426,765,2339,757,14,Monday
7483,956,2354,677,15,Monday
7535,1139,2344,571,16,Monday
7506,1261,2416,450,17,Monday
7676,1264,2621,283,18,Monday
7822,1140,2737,113,19,Monday
7688,1119,2791,18,20,Monday
7718,1185,2628,0,21,Monday
7390,1244,2433,0,22,Monday
6740,1277,2361,0,23,Monday
6191,1278,2130,0,0,Tuesday
5781,1212,1675,0,1,Tuesday
5581,1198,1556,0,2,Tuesday
5492,871,1657,0,3,Tuesday
5525,817,1643,0,4,Tuesday
5488,714,1548,0,5,Tuesday
5856,620,1738,11,6,Tuesday
6510,479,1765,85,7,Tuesday
6880,341,1924,205,8,Tuesday
7192,268,1897,412,9,Tuesday
7121,196,1912,558,10,Tuesday
7228,271,1891,686,11,Tuesday
7317,308,1912,789,12,Tuesday
7379,371,1916,815,13,Tuesday
7306,530,1902,753,14,Tuesday
7311,660,1911,717,15,Tuesday
7333,794,1930,636,16,Tuesday
7405,714,2049,478,17,Tuesday
7598,603,2244,224,18,Tuesday
7718,468,2343,66,19,Tuesday
7581,389,2230,7,20,Tuesday
7601,368,2125,0,21,Tuesday
7331,360,1972,0,22,Tuesday
6434,296,1840,0,23,Tuesday
6026,376,1698,0,0,Wednesday
5641,600,1601,0,1,Wednesday
5565,727,1538,0,2,Wednesday
5424,807,1566,0,3,Wednesday
5462,745,1488,0,4,Wednesday
5460,702,1479,0,5,Wednesday
5746,553,1519,18,6,Wednesday
6498,322,1719,93,7,Wednesday
6893,149,1905,256,8,Wednesday
7091,25,1887,463,9,Wednesday
7141,7,1910,569,10,Wednesday
7230,34,1875,691,11,Wednesday
7200,71,1865,773,12,Wednesday
7345,77,1878,785,13,Wednesday
7304,122,1917,768,14,Wednesday
7328,183,1886,707,15,Wednesday
7489,152,1962,590,16,Wednesday
7515,192,2042,448,17,Wednesday
7554,326,2189,250,18,Wednesday
7719,473,2154,86,19,Wednesday
7681,589,2237,10,20,Wednesday
7710,821,1929,0,21,Wednesday
7360,971,1769,0,22,Wednesday
6699,923,1724,0,23,Wednesday
6103,772,1689,0,0,Thursday
5830,690,1781,0,1,Thursday
5674,646,1775,0,2,Thursday
5533,868,1672,0,3,Thursday
5430,916,1577,0,4,Thursday
5480,806,1656,0,5,Thursday
5665,514,1710,12,6,Thursday
6289,284,1779,90,7,Thursday
6671,222,1826,195,8,Thursday
6800,234,1825,349,9,Thursday
6877,256,1692,586,10,Thursday
7025,374,1691,681,11,Thursday
7097,494,1814,724,12,Thursday
7235,284,1954,697,13,Thursday
7216,202,1894,622,14,Thursday
7194,109,2003,528,15,Thursday
7119,261,2093,377,16,Thursday
7087,625,1770,318,17,Thursday
6939,365,1723,184,18,Thursday
6908,847,1591,54,19,Thursday
6971,821,1375,4,20,Thursday
7072,416,1711,0,21,Thursday
6611,287,1683,0,22,Thursday
6066,196,1714,0,23,Thursday
5733,120,1852,0,0,Friday
5482,229,1707,0,1,Friday
5388,552,1548,0,2,Friday
5242,691,1531,0,3,Friday
5291,757,1487,0,4,Friday
5252,891,1518,0,5,Friday
5447,985,1670,5,6,Friday
6034,899,1664,76,7,Friday
6581,539,1798,264,8,Friday
6711,325,1833,473,9,Friday
6740,281,1870,621,10,Friday
6711,117,1888,727,11,Friday
6775,47,1890,795,12,Friday
6897,22,1882,816,13,Friday
6866,25,1878,786,14,Friday
6876,127,1902,668,15,Friday
6940,224,1924,537,16,Friday
7093,344,2022,383,17,Friday
7147,402,2036,203,18,Friday
7242,476,1995,62,19,Friday
7132,542,1956,6,20,Friday
7215,688,1844,0,21,Friday
6672,846,1590,0,22,Friday
6147,972,1578,0,23,Friday
5685,1133,1554,0,0,Saturday
5370,1101,1516,0,1,Saturday
5155,1172,1471,0,2,Saturday
5077,1391,1431,0,3,Saturday
5066,1491,1510,0,4,Saturday
5029,1125,1582,0,5,Saturday
5041,673,1727,15,6,Saturday
5401,827,1803,96,7,Saturday
5672,1134,1735,257,8,Saturday
5819,1308,1520,439,9,Saturday
5949,1323,1527,597,10,Saturday
5915,981,1693,656,11,Saturday
5878,963,1681,769,12,Saturday
5894,1111,1609,783,13,Saturday
5820,1393,1474,740,14,Saturday
5950,1633,1181,700,15,Saturday
6021,1509,1248,579,16,Saturday
6340,1211,1492,419,17,Saturday
6468,940,1693,225,18,Saturday
6665,626,1749,63,19,Saturday
6636,525,1868,6,20,Saturday
6778,469,1690,0,21,Saturday
6428,554,1615,0,22,Saturday
5979,732,1463,0,23,Saturday
5510,765,1451,0,0,Sunday
5190,760,1493,0,1,Sunday
5073,798,1466,0,2,Sunday
4961,789,1486,0,3,Sunday
4910,713,1526,0,4,Sunday
4770,785,1473,0,5,Sunday
4705,729,1498,11,6,Sunday
4898,635,1325,69,7,Sunday
4974,339,1538,204,8,Sunday
5090,376,1551,377,9,Sunday
5143,444,1459,480,10,Sunday
5184,830,1193,563,11,Sunday
5144,782,1109,641,12,Sunday
5061,648,1062,656,13,Sunday
5014,357,1208,713,14,Sunday
5037,292,1194,697,15,Sunday
5205,189,1321,625,16,Sunday
5341,98,1463,479,17,Sunday
5574,41,1595,281,18,Sunday
5834,29,1675,109,19,Sunday
5973,37,1705,15,20,Sunday
6181,71,1704,0,21,Sunday
6080,93,1684,0,22,Sunday
5578,112,1549,0,23,Sunday
5272,125,1562,0,0,Monday
5017,169,1491,0,1,Monday
4815,131,1462,0,2,Monday
4774,113,1496,0,3,Monday
4767,121,1524,0,4,Monday
4792,179,1477,0,5,Monday
5111,217,1469,8,6,Monday
5824,202,1581,87,7,Monday
6323,92,1724,242,8,Monday
6492,27,1777,447,9,Monday
6519,15,1781,592,10,Monday
6583,28,1826,705,11,Monday
6712,95,1806,808,12,Monday
6830,186,1818,817,13,Monday
6802,268,1777,811,14,Monday
6830,356,1794,719,15,Monday
6872,479,1798,608,16,Monday
6995,528,1838,435,17,Monday
7115,641,1821,251,18,Monday
7244,729,1791,75,19,Monday
7249,912,1754,9,20,Monday
7329,997,1742,0,21,Monday
6969,1051,1686,0,22,Monday
6373,987,1644,0,23,Monday
5887,849,1720,0,0,Tuesday
5630,855,1730,0,1,Tuesday
5478,854,1673,0,2,Tuesday
5391,714,1676,0,3,Tuesday
5339,575,1738,0,4,Tuesday
5450,598,1846,0,5,Tuesday
5617,598,1763,11,6,Tuesday
6400,359,1931,115,7,Tuesday
6709,217,2021,270,8,Tuesday
6948,216,1988,412,9,Tuesday
6866,227,2055,545,10,Tuesday
6876,305,2046,716,11,Tuesday
7033,216,2166,746,12,Tuesday
7137,190,2477,785,13,Tuesday
7245,531,2799,736,14,Tuesday
7233,933,2109,656,15,Tuesday
7418,1228,1973,509,16,Tuesday
7367,1419,1922,343,17,Tuesday
7513,1540,1948,183,18,Tuesday
7444,1664,1897,64,19,Tuesday
7447,1794,1980,9,20,Tuesday
7533,1725,2007,0,21,Tuesday
7086,1614,1948,0,22,Tuesday
6536,1785,1884,0,23,Tuesday
6063,1799,1735,0,0,Wednesday
5766,1759,1678,0,1,Wednesday
5548,1689,1653,0,2,Wednesday
5401,1651,1626,0,3,Wednesday
5408,1589,1675,0,4,Wednesday
5457,1650,1657,0,5,Wednesday
5697,1921,1541,9,6,Wednesday
6308,1985,1579,62,7,Wednesday
6818,1938,1709,176,8,Wednesday
7029,1825,1692,342,9,Wednesday
7014,1542,1729,518,10,Wednesday
7138,1233,1756,606,11,Wednesday
7223,1001,2009,604,12,Wednesday
7370,797,2206,609,13,Wednesday
7366,944,2096,592,14,Wednesday
7335,1107,1777,535,15,Wednesday
7256,1182,1730,493,16,Wednesday
7389,1147,1860,349,17,Wednesday
7348,1178,1944,186,18,Wednesday
7280,1063,1831,65,19,Wednesday
7323,585,1845,10,20,Wednesday
7362,430,1843,0,21,Wednesday
6748,763,1709,0,22,Wednesday
6058,1298,1048,0,23,Wednesday
5640,2014,788,0,0,Thursday
5480,1670,1024,0,1,Thursday
5275,783,1862,0,2,Thursday
5288,299,2802,0,3,Thursday
5191,467,2227,0,4,Thursday
5296,534,1988,0,5,Thursday
5528,861,1786,14,6,Thursday
6103,568,2021,65,7,Thursday
6519,843,1966,155,8,Thursday
6608,726,1801,245,9,Thursday
6445,727,1810,321,10,Thursday
6458,1136,1598,427,11,Thursday
6388,1340,1588,519,12,Thursday
6427,1465,1641,428,13,Thursday
6384,1059,1914,425,14,Thursday
6119,1635,1650,454,15,Thursday
6141,1273,1537,356,16,Thursday
6086,907,1736,330,17,Thursday
6160,698,1841,241,18,Thursday
6308,453,1937,73,19,Thursday
6416,678,1796,7,20,Thursday
6588,1136,1644,0,21,Thursday
6153,1300,1593,0,22,Thursday
5667,1108,1651,0,23,Thursday
5323,1018,1623,0,0,Friday
5151,1118,1672,0,1,Friday
5098,1128,1656,0,2,Friday
4930,1037,1538,0,3,Friday
5060,918,1575,0,4,Friday
5038,756,1639,0,5,Friday
5385,579,1747,14,6,Friday
5889,409,1729,120,7,Friday
6020,223,1665,336,8,Friday
6030,180,1715,559,9,Friday
5893,201,1476,711,10,Friday
5803,278,1414,805,11,Friday
5720,365,1258,840,12,Friday
5809,413,1239,844,13,Friday
5825,426,1331,817,14,Friday
5850,437,1369,735,15,Friday
5967,447,1470,620,16,Friday
6111,432,1627,455,17,Friday
6317,375,1779,232,18,Friday
6546,257,1794,57,19,Friday
6629,226,1770,4,20,Friday
6713,242,1745,0,21,Friday
6254,230,1606,0,22,Friday
5704,336,1625,0,23,Friday
5304,486,1513,0,0,Saturday
5140,523,1547,0,1,Saturday
4961,436,1517,0,2,Saturday
4850,315,1534,0,3,Saturday
4771,241,1559,0,4,Saturday
4728,164,1549,0,5,Saturday
4841,86,1551,13,6,Saturday
5082,66,1602,66,7,Saturday
5259,28,1639,283,8,Saturday
5431,-7,1679,458,9,Saturday
5410,-5,1684,613,10,Saturday
5362,-1,1575,736,11,Saturday
5357,19,1511,801,12,Saturday
5369,42,1578,794,13,Saturday
5338,88,1518,723,14,Saturday
5529,129,1513,641,15,Saturday
5594,198,1532,485,16,Saturday
5789,232,1624,341,17,Saturday
5945,195,1708,204,18,Saturday
6081,169,1703,98,19,Saturday
6187,274,1667,24,20,Saturday
6364,460,1580,0,21,Saturday
6135,575,1609,0,22,Saturday
5659,537,1546,0,23,Saturday
5224,539,1606,0,0,Sunday
4945,571,1549,0,1,Sunday
4718,478,1531,0,2,Sunday
4644,427,1531,0,3,Sunday
4586,370,1520,0,4,Sunday
4531,303,1538,0,5,Sunday
4372,204,1498,7,6,Sunday
4519,99,1529,64,7,Sunday
4619,32,1583,222,8,Sunday
4690,52,1598,433,9,Sunday
4740,116,1493,596,10,Sunday
4723,173,1362,708,11,Sunday
4827,285,1419,739,12,Sunday
4935,504,1322,734,13,Sunday
4924,787,1247,691,14,Sunday
5078,1032,1326,583,15,Sunday
5242,1256,1285,449,16,Sunday
5434,1334,1354,355,17,Sunday
5611,1267,1496,208,18,Sunday
5804,1268,1626,73,19,Sunday
5843,1186,1721,7,20,Sunday
6098,1172,1733,3,21,Sunday
5883,1166,1650,0,22,Sunday
5399,1094,1486,0,23,Sunday
5026,1074,1530,0,0,Monday
4835,958,1449,0,1,Monday
4664,998,1301,0,2,Monday
4615,933,1180,0,3,Monday
4616,689,1290,0,4,Monday
4687,367,1551,0,5,Monday
5033,393,1484,0,6,Monday
5628,348,1579,25,7,Monday
6227,215,1731,95,8,Monday
6324,179,1712,178,9,Monday
6359,163,1743,287,10,Monday
6348,208,1637,402,11,Monday
6274,311,1555,475,12,Monday
6278,361,1605,537,13,Monday
6218,347,1515,496,14,Monday
6180,283,1593,458,15,Monday
6211,220,1667,415,16,Monday
6229,270,1692,290,17,Monday
6292,249,1715,171,18,Monday
6423,121,1856,70,19,Monday
6447,58,1814,10,20,Monday
6694,88,1787,0,21,Monday
6226,51,1625,0,22,Monday
5722,59,1555,0,23,Monday
5280,137,1213,0,0,Tuesday
5132,100,1314,0,1,Tuesday
4944,118,1324,0,2,Tuesday
4904,146,1321,0,3,Tuesday
4921,138,1135,0,4,Tuesday
4943,99,1179,0,5,Tuesday
5267,38,1365,7,6,Tuesday
5865,7,1558,78,7,Tuesday
6076,-1,1588,251,8,Tuesday
6237,2,1581,505,9,Tuesday
6018,9,1495,641,10,Tuesday
6027,5,1389,729,11,Tuesday
6054,11,1404,763,12,Tuesday
6185,33,1423,755,13,Tuesday
6145,65,1450,746,14,Tuesday
6163,87,1425,704,15,Tuesday
6248,507,1626,498,16,Tuesday
6397,507,1728,377,17,Tuesday
6631,507,1872,209,18,Tuesday
6637,218,1861,44,19,Tuesday
6772,268,1805,5,20,Tuesday
6900,298,1789,0,21,Tuesday
6344,339,1629,1,22,Tuesday
5838,306,1528,0,23,Tuesday
5415,358,1339,0,0,Wednesday
5241,402,1246,0,1,Wednesday
5041,403,1167,0,2,Wednesday
5085,444,1234,0,3,Wednesday
5041,556,1210,0,4,Wednesday
5127,592,1144,0,5,Wednesday
5383,484,1199,8,6,Wednesday
5838,391,1517,76,7,Wednesday
6285,200,1807,173,8,Wednesday
6394,189,1797,284,9,Wednesday
6394,224,1652,428,10,Wednesday
6331,247,1563,606,11,Wednesday
6328,408,1519,706,12,Wednesday
6457,508,1591,669,13,Wednesday
6456,693,1520,646,14,Wednesday
6424,729,1439,612,15,Wednesday
6379,747,1553,451,16,Wednesday
6422,552,1641,406,17,Wednesday
6484,650,1803,235,18,Wednesday
6613,592,1897,75,19,Wednesday
6776,217,1963,2,20,Wednesday
6911,71,2024,0,21,Wednesday
6676,20,1838,0,22,Wednesday
6059,68,1614,0,23,Wednesday
5564,93,1305,0,0,Thursday
5223,177,1231,0,1,Thursday
5051,222,1250,0,2,Thursday
4984,279,1202,0,3,Thursday
5040,262,1148,0,4,Thursday
5166,190,1241,0,5,Thursday
5240,170,1297,0,6,Thursday
6038,414,1621,0,7,Thursday
6422,371,1676,0,8,Thursday
6430,321,1658,394,9,Thursday
6301,-3,1608,708,10,Thursday
6287,-1,1563,789,11,Thursday
6337,10,1541,832,12,Thursday
6462,55,1592,844,13,Thursday
6402,97,1537,796,14,Thursday
6432,140,1514,752,15,Thursday
6617,187,1650,601,16,Thursday
6845,309,1925,399,17,Thursday
6991,353,1922,247,18,Thursday
7137,386,2262,80,19,Thursday
7239,498,2342,4,20,Thursday
7273,650,2116,0,21,Thursday
6726,689,1572,0,22,Thursday
6122,780,1408,0,23,Thursday
5772,751,1269,0,0,Friday
5449,622,1227,0,1,Friday
5299,511,1244,0,2,Friday
5271,405,1246,0,3,Friday
5221,322,1231,0,4,Friday
5326,291,1286,0,5,Friday
5530,320,1321,16,6,Friday
5982,334,1418,69,7,Friday
6382,299,1405,253,8,Friday
6546,357,1409,498,9,Friday
6611,455,1531,590,10,Friday
6594,551,1409,717,11,Friday
6778,781,1461,795,12,Friday
6919,897,1488,801,13,Friday
6938,1029,1442,743,14,Friday
6979,1038,1640,632,15,Friday
7093,1155,1697,538,16,Friday
7200,1127,1653,390,17,Friday
7243,1090,1702,194,18,Friday
7340,1052,1791,48,19,Friday
7321,990,1717,1,20,Friday
7350,914,1639,0,21,Friday
6841,750,1497,0,22,Friday
6350,602,1517,0,23,Friday
5785,494,1372,0,0,Saturday
5472,423,1357,0,1,Saturday
5345,423,1371,0,2,Saturday
5256,643,1166,0,3,Saturday
5206,712,1187,0,4,Saturday
5157,911,1076,0,5,Saturday
5126,958,917,6,6,Saturday
5309,731,1197,79,7,Saturday
5567,782,1273,241,8,Saturday
5681,934,1268,441,9,Saturday
5739,1301,1132,663,10,Saturday
5762,1336,1160,751,11,Saturday
5796,1339,1311,802,12,Saturday
5774,1408,1431,821,13,Saturday
5756,1626,1339,786,14,Saturday
5835,1737,1322,712,15,Saturday
6080,1605,1339,580,16,Saturday
6205,1678,1373,461,17,Saturday
6363,1454,1456,245,18,Saturday
6639,1083,1629,38,19,Saturday
6740,633,1757,1,20,Saturday
6830,558,1713,0,21,Saturday
6401,507,1534,0,22,Saturday
5852,753,1371,0,23,Saturday
5513,956,1051,0,0,Sunday
5192,1070,1155,0,1,Sunday
5063,835,1259,0,2,Sunday
4893,768,1270,0,3,Sunday
4931,822,1306,0,4,Sunday
4794,770,1260,0,5,Sunday
4726,422,1397,5,6,Sunday
4845,207,1688,55,7,Sunday
5082,190,1684,161,8,Sunday
5219,378,1638,223,9,Sunday
5382,521,1696,292,10,Sunday
5330,441,1667,399,11,Sunday
5457,582,1557,367,12,Sunday
5430,532,1591,373,13,Sunday
5383,463,1749,329,14,Sunday
5310,723,1561,359,15,Sunday
5298,1408,799,393,16,Sunday
5379,633,1303,304,17,Sunday
5521,203,1964,140,18,Sunday
5644,261,2308,36,19,Sunday
5775,738,2026,1,20,Sunday
5872,1002,1808,0,21,Sunday
5529,1373,1559,0,22,Sunday
5120,1662,1277,0,23,Sunday
4839,1852,1100,0,0,Monday
4707,1969,1196,0,1,Monday
4546,2037,1155,0,2,Monday
4449,2033,1129,0,3,Monday
4471,2096,944,0,4,Monday
4641,2174,1050,0,5,Monday
4995,2227,1134,10,6,Monday
5549,2276,1564,86,7,Monday
5739,2153,1387,301,8,Monday
5821,1978,1122,494,9,Monday
5802,1703,992,657,10,Monday
5713,1491,938,724,11,Monday
5817,1267,903,770,12,Monday
5857,1038,945,780,13,Monday
5854,711,1076,714,14,Monday
5874,742,1107,664,15,Monday
5891,599,1337,575,16,Monday
6072,370,1665,426,17,Monday
6207,269,1949,215,18,Monday
6391,154,1943,30,19,Monday
6571,172,1891,0,20,Monday
6664,199,1819,0,21,Monday
6114,247,1713,0,22,Monday
5483,271,1557,0,23,Monday
5153,304,1504,0,0,Tuesday
4993,434,1621,0,1,Tuesday
4855,507,1559,0,2,Tuesday
4793,649,1357,0,3,Tuesday
4753,671,1280,0,4,Tuesday
4886,1214,990,0,5,Tuesday
5110,1155,1033,6,6,Tuesday
5511,1299,1024,25,7,Tuesday
6069,1194,1503,105,8,Tuesday
6164,1094,1647,236,9,Tuesday
6110,1253,1360,357,10,Tuesday
5930,985,1012,518,11,Tuesday
5859,569,1081,583,12,Tuesday
5870,538,1242,653,13,Tuesday
5739,576,1338,693,14,Tuesday
5699,517,1657,591,15,Tuesday
5822,295,1850,568,16,Tuesday
5859,206,1961,403,17,Tuesday
6076,214,2070,163,18,Tuesday
6118,208,2181,45,19,Tuesday
6260,241,2217,8,20,Tuesday
6556,201,2130,0,21,Tuesday
5956,64,1965,0,22,Tuesday
5497,41,1899,0,23,Tuesday
5129,46,1615,0,0,Wednesday
4959,177,1534,0,1,Wednesday
4885,318,1469,0,2,Wednesday
4798,372,1475,0,3,Wednesday
4843,458,1449,0,4,Wednesday
4899,378,1598,0,5,Wednesday
5123,360,1567,4,6,Wednesday
5589,272,1823,79,7,Wednesday
5883,118,2000,285,8,Wednesday
5853,87,1840,499,9,Wednesday
5699,128,1462,667,10,Wednesday
5677,106,1442,752,11,Wednesday
5729,91,1458,772,12,Wednesday
5830,116,1680,759,13,Wednesday
5787,153,1757,776,14,Wednesday
5751,232,1676,710,15,Wednesday
5880,316,1793,584,16,Wednesday
6005,485,1790,413,17,Wednesday
6074,558,1917,219,18,Wednesday
6221,438,2120,56,19,Wednesday
6444,263,2155,6,20,Wednesday
6746,202,2247,0,21,Wednesday
6226,127,2205,0,22,Wednesday
5684,143,1902,0,23,Wednesday
5267,209,1557,0,0,Thursday
4990,275,1537,0,1,Thursday
4890,429,1507,0,2,Thursday
4776,658,1376,0,3,Thursday
4837,798,1314,0,4,Thursday
4939,970,1300,0,5,Thursday
5216,910,1351,5,6,Thursday
5683,788,1829,59,7,Thursday
5969,659,1955,184,8,Thursday
6072,820,1843,341,9,Thursday
5916,924,1747,441,10,Thursday
5924,888,1732,506,11,Thursday
5851,847,1750,511,12,Thursday
5946,685,1708,584,13,Thursday
5933,537,1722,555,14,Thursday
6002,580,1744,534,15,Thursday
6102,665,1888,380,16,Thursday
6210,535,1975,260,17,Thursday
6182,437,2290,127,18,Thursday
6360,344,2281,47,19,Thursday
6610,230,2339,4,20,Thursday
6640,171,2387,0,21,Thursday
6205,290,2197,0,22,Thursday
5619,464,1997,0,23,Thursday
5243,471,1655,0,0,Friday
5082,514,1551,0,1,Friday
4945,546,1543,0,2,Friday
4903,623,1520,0,3,Friday
4862,686,1532,0,4,Friday
4941,699,1519,0,5,Friday
5206,769,1582,2,6,Friday
5613,729,1883,62,7,Friday
6035,649,1953,250,8,Friday
5937,734,1776,445,9,Friday
5792,935,1502,639,10,Friday
5680,1167,1298,734,11,Friday
5685,1188,1333,772,12,Friday
5856,1308,1470,687,13,Friday
5843,1418,1185,621,14,Friday
5917,1276,1414,567,15,Friday
5869,1201,1750,442,16,Friday
6013,1010,1846,346,17,Friday
6156,929,2172,198,18,Friday
6229,728,2161,51,19,Friday
6400,765,2213,1,20,Friday
6611,1009,2091,0,21,Friday
6152,1368,1725,0,22,Friday
5617,1338,1486,0,23,Friday
5220,1366,1216,0,0,Saturday
5006,1326,1100,0,1,Saturday
4812,1321,1251,0,2,Saturday
4722,1456,1341,0,3,Saturday
4770,1433,1437,0,4,Saturday
4780,1362,1477,0,5,Saturday
4702,1206,1470,7,6,Saturday
5026,803,1824,77,7,Saturday
5100,475,1936,249,8,Saturday
5200,436,1892,449,9,Saturday
5157,320,1701,661,10,Saturday
5010,207,912,785,11,Saturday
4919,142,1000,789,12,Saturday
4938,137,1074,748,13,Saturday
4959,137,1055,660,14,Saturday
4989,184,1118,626,15,Saturday
5236,300,1196,479,16,Saturday
5371,292,1568,370,17,Saturday
5651,201,1946,185,18,Saturday
5784,120,1953,54,19,Saturday
6014,124,1972,1,20,Saturday
6270,93,1948,0,21,Saturday
5869,52,1902,0,22,Saturday
5364,61,1787,0,23,Saturday
4920,80,1482,0,0,Sunday
4652,169,1397,0,1,Sunday
4444,336,1467,0,2,Sunday
4446,509,1321,0,3,Sunday
4410,537,1316,0,4,Sunday
4342,541,1372,0,5,Sunday
4287,499,1419,4,6,Sunday
4399,406,1653,69,7,Sunday
4451,232,1852,259,8,Sunday
4470,302,1344,488,9,Sunday
4411,240,975,665,10,Sunday
4297,256,837,766,11,Sunday
4355,260,887,803,12,Sunday
4366,213,909,805,13,Sunday
4364,208,878,768,14,Sunday
